voterId,prefix,firstName,middleName,lastName,address,parish,gender,dateofBirth,telephone,occupation,maritalStatus,mothersMaidenName,placeofBirth,mothersPlaceofBirth,constituencyId
7346892,Ms,Ada,Annora,Crawford,Lantern Lane,Portland,Female,01/03/1981,658-295-1474,Meteorologist,Single,Hester,Portland,Manchester,50
2536633,Mr,Dale,Preston,Tucker,Cottage Street,St. Mary,Male,31/08/1996,658-295-0406,Unemployed,Married,Downs,St. Mary,St. Thomas,45
3466311,Mrs,Tess,Reagan,Ferguson,Route 64,St. Mary,Female,19/09/1977,658-295-9712,Social Worker,Married,Melton,St. Mary,St. Ann,45
1563625,Mrs,Miranda,Elodie,Baker,Clark Street,St. Mary,Female,21/01/1999,658-295-9642,Chef,Married,Rivera,St. Mary,St. Mary,44
8752355,Mrs,Briony,Trey,Warren,Amherst Street,Kingston,Female,19/12/1964,658-295-7083,Economist,Married,Wheeler,Kingston,Kingston,61
3426365,Mr,Lyndon,Sutton,Hamilton,Locust Street,Kingston,Male,12/05/1985,876-246-2080,Unemployed,Married,David,Kingston,Kingston,60
2524363,Mrs,Agata,Harriet,Watson,Chestnut Avenue,St. Catherine,Female,27/08/1966,658-295-8888,Manager,Married,House,St. Catherine,St. Catherine,35
7548645,Mr,Andrew,Sutton,Bennett,Monroe Street,St. Catherine,Male,05/05/1978,658-295-1166,Electrician,Single,Crawford,St. Catherine,St. Catherine,35
9685674,Ms,Tess,Jae,Stevens,Ridge Avenue,St. Thomas,Female,12/07/1962,876-227-8582,Accountant,Single,Hubbard,St. Thomas,St. Thomas,51
1322459,Mrs,Ada,Gwendolen,Mason,Mill Street,Trelawny,Female,30/06/1988,876-509-2247,Composer,Married,Hooper,Trelawny,Trelawny,17
1765466,Ms,Abigail,Elodie,Hamilton,Bank Street,Trelawny,Female,14/08/1986,876-507-0523,Police Officer,Single,Duffy,Trelawny,Trelawny,17
1113246,Mrs,Michelle,Varian,Alexander,Front Street,St. James,Female,24/01/1966,876-565-4397,Electrician,Married,Gross,St. James,St. James,12
3134491,Mr,Alen,Doran,Harrison,Union Street,St. Ann,Male,13/09/1964,658-295-5357,Graphic Designer,Married,Chung,St. Ann,St. Ann,27
1098779,Mr,Jordan,Vernon,Ferguson,Sherwood Drive,St. Ann,Male,24/01/1995,658-295-2263,Programmer,Married,Colon,St. Ann,St. Ann,27
7178094,Mr,Alan,Elodie,Scott,6th Street West,St. Elizabeth,Male,22/05/1985,658-295-6038,Social Worker,Single,Young,St. Elizabeth,St. Elizabeth,10
2915457,Ms,Naomi,Brett,Williams,Hartford Road,Portland,Female,02/04/1988,876-287-1270,Auditor,Single,Odonnell,Portland,Portland,48
5931098,Mr,Lenny,Charles,Murphy,Woodland Avenue,Manchester,Male,11/03/1997,658-295-3175,Unemployed,Single,Dudley,Manchester,Manchester,22
2301736,Mrs,Belinda,Brooke,Robinson,Jackson Avenue,St. Catherine,Female,16/03/1978,658-295-0523,Auditor,Married,Bruce,St. Catherine,St. Catherine,38
8603947,Ms,Rubie,Jaidyn,Jones,Sycamore Drive,St. Catherine,Female,13/10/1983,658-295-9817,Meteorologist,Single,Charles,St. Catherine,St. Catherine,42
4953021,Mr,Bruce,Juan,Wells,Park Street,Kingston,Male,28/10/1989,658-295-6637,Astronomer,Married,Frye,Kingston,Kingston,61
7844395,Mr,Sam,Rebecca,Wright,Highland Drive,Kingston,Male,11/09/1998,876-778-4863,Scientist,Single,Hays,Kingston,Kingston,61
6273494,Mrs,Tara,Hollyn,Cameron,Fawn Court,Kingston,Female,20/04/1996,876-666-5475,Cook,Married,Vaughan,Kingston,Kingston,62
8634785,Mr,Eric,Ellen,Montgomery,Adams Street,Kingston,Male,31/05/1985,658-295-9838,Jeweller,Single,Trujillo,Kingston,Kingston,60
9875386,Mrs,Darcy,Coralie,Jones,Sherman Street,Kingston,Female,01/01/1974,876-266-1646,Engineer,Married,Sanchez,Kingston,Kingston,60
7855454,Mr,William,Aryn,Brooks,7th Street,Kingston,Male,21/02/1997,658-295-3291,Baker,Married,Dixon,Kingston,Kingston,61
7857854,Mr,Blake,Leonie,Ferguson,Creekside Drive,Kingston,Male,01/05/1983,658-295-3891,Hairdresser,Single,Durham,Kingston,Kingston,62
9849853,Mr,Adison,Orlando,Andrews,Marshall Street,Kingston,Male,15/11/1992,876-228-0886,Mathematician,Single,French,Kingston,Kingston,62
3478597,Mr,Albert,Evony,Montgomery,Tanglewood Drive,Kingston,Male,02/05/1966,658-295-9945,Hairdresser,Married,Stevenson,Kingston,Kingston,61
2485454,Mr,Adison,Byron,Parker,7th Avenue,St. Andrew,Male,04/02/1973,876-294-3475,Baker,Married,Kaiser,St. Andrew,St. Andrew,63
3864843,Mr,Reid,Blake,Roberts,Main Street East,St. Catherine,Male,03/03/1973,658-295-7652,Accountant,Single,Welch,St. Catherine,St. Catherine,41
1867487,Ms,Melissa,Eli,Anderson,White Street,St. Catherine,Female,02/08/1960,876-503-8808,Physicist,Single,Stafford,St. Catherine,St. Catherine,37
7526574,Mr,James,Amelia,Roberts,Columbia Street,St. Elizabeth,Male,13/10/1999,658-295-6607,Salesman,Married,Rodgers,St. Elizabeth,St. Elizabeth,18
9843674,Mr,James,Evelyn,Richardson,Cobblestone Court,St Thomas,Male,03/02/1962,658-295-4893,Lawyer,Single,Mcclure,St Thomas,St Thomas,51
1894784,Mr,Blake,Berlynn,Barnes,Heritage Drive,St. Ann,Male,16/01/1971,876-499-2671,Architect,Married,Haley,St. Ann,St. Ann,25
1984784,Mr,Eric,Chase,Turner,5th Street East,St. James,Male,03/05/1962,876-227-3256,Lawer,Single,Waters,St. James,St. James,11
1673476,Mrs,Miley,Mae,Kelley,Victoria Court,St. Ann,Female,19/08/1970,876-799-0669,Unemployed,Married,Bush,St. Ann,St. Ann,27
4765244,Mrs,Darcy,Gwendolen,Mitchell,Creek Road,St. Ann,Female,30/10/1978,658-295-2867,Lawer,Married,Maynard,St. Ann,St. Ann,26
1648690,Mr,Walter,Matilda,Kelley,College Avenue,Westmoreland,Male,25/11/1983,876-666-2510,Mathematician,Single,Combs,Westmoreland,Westmoreland,8
1089797,Mrs,Audrey,Mae,Bennett,North Avenue,Manchester,Female,30/05/1990,658-295-3935,Jeweller,Married,Clayton,Manchester,Manchester,23
7854454,Ms,Agata,Lee,Holmes,Route 6,Westmoreland,Female,23/07/1992,658-295-7718,Producer,Single,Roth,Westmoreland,Westmoreland,6
7854598,Mr,Eric,Robin,Johnston,Lexington Court,Westmoreland,Male,12/10/1995,658-295-6218,Pharmacist,Married,Richardson,Westmoreland,Westmoreland,8
8002604,Mrs,Charlotte,Krystan,Miller,Pin Oak Drive,St. James,Female,29/07/1968,876-667-1279,Meteorologist,Married,Molina,St. James,St. James,14
2949714,Mrs,Valeria,Brooke,Johnston,Lake Street,St. James,Female,01/07/1983,876-649-1167,Unemployed,Married,Soto,St. James,St. James,13
3267476,Mr,Wilson,Gwendolen,Gray,Franklin Street,St. Thomas,Male,23/01/1960,876-224-1217,Medic,Married,Hernandez,St. Thomas,St. Thomas,51
8175874,Mr,Victor,Jared,Phillips,East Avenue,St. Thomas,Male,18/05/1978,658-295-8807,Cook,Single,Colon,St. Thomas,St. Thomas,49
2264816,Mr,Carl,Krystan,Turner,Jefferson Street,St. Ann,Male,18/12/1990,658-295-0719,Salesman,Single,Diaz,St. Ann,St. Ann,24
2815454,Mr,Michael,Erin,Walker,Willow Street,St. Catherine,Male,17/08/1966,876-253-4839,Unemployed,Single,Marks,St. Catherine,St. Catherine,34
8277748,Mr,Edwin,Thomas,Thompson,Fieldstone Drive,St. Catherine,Male,18/10/1960,876-253-4620,Pharmacist,Married,Navarro,St. Catherine,St. Catherine,36
6113553,Mrs,Isabella,Isaiah,Cameron,Forest Drive,St. Catherine,Female,24/11/1968,658-295-4987,Unemployed,Married,Marsh,St. Catherine,St. Catherine,41
4063422,Ms,Elise,Marcella,Lloyd,Delaware Avenue,St. James,Female,25/05/1975,876-225-3580,Secretary,Single,Hahn,St. James,St. James,15
4438301,Mr,Adam,Claude,Elliott,Sunset Avenue,Westmoreland,Male,16/05/1995,876-229-7680,Chef,Single,Fernandez,Westmoreland,Westmoreland,8
9633741,Mr,Jacob,Matilda,Myers,Heather Lane,Trelawny,Male,13/12/1961,658-295-1163,Chef,Single,Ayala,Trelawny,Trelawny,16
3879638,Mr,Frederick,Jeremy,Thompson,12th Street East,Westmoreland,Male,14/12/1984,658-295-1588,Singer,Married,Chaney,Westmoreland,Westmoreland,8
5898021,Mr,Alexander,Leonie,Taylor,5th Street North,Hanover,Male,10/04/1972,658-295-7752,Manager,Married,Vasquez,Hanover,Hanover,5
8272482,Mr,Roman,Porter,Armstrong,Durham Court,St. Andrew,Male,23/10/1979,658-295-2748,Secretary,Married,Eaton,St. Andrew,St. Andrew,65
1657351,Mr,Preston,Brock,Howard,Warren Avenue,St. Thomas,Male,12/10/1968,876-316-8428,Hairdresser,Married,Sloan,St. Thomas,St. Thomas,49
7557189,Ms,Nicole,Sharon,Farrell,Brook Lane,St. Catherine,Female,12/06/1960,876-802-9550,Firefighter,Single,Bautista,St. Catherine,St. Catherine,39
6247332,Mr,Lenny,George,Dixon,Division Street,St. Thomas,Male,20/07/1963,658-295-0821,Carpenter,Single,Pearson,St. Thomas,St. Thomas,51
5161778,Mr,Garry,Everett,Warren,Cedar Court,St. James,Male,16/10/1984,658-295-5658,Journalist,Single,Clarke,St. James,St. James,11
2852178,Ms,Lucia,Levi,Ferguson,1st Street,St. Mary,Female,28/02/1982,658-295-2147,Agronomist,Single,Gill,St. Mary,St. Mary,43
3380366,Mr,Kelvin,Rosalind,Williams,Spruce Avenue,St. Mary,Male,28/10/1976,658-295-8318,Scientist,Single,Bowers,St. Mary,St. Mary,44
7066899,Ms,Rebecca,Coy,Walker,Jackson Street,Westmoreland,Female,07/11/1992,658-295-2015,Economist,Single,Moore,Westmoreland,Westmoreland,7
8203846,Ms,Sarah,June,Morrison,Cedar Street,St. Elizabeth,Female,20/10/1970,876-501-4291,Secretary,Single,Melendez,St. Elizabeth,St. Elizabeth,9
8243091,Mr,Stuart,Kaitlin,Cole,Depot Street,Trelawny,Male,08/08/1981,876-666-4153,Archeologist,Married,Obrien,Trelawny,Trelawny,16
6632273,Mrs,Lilianna,Michael,Wells,Riverside Drive,Kingston,Female,15/08/1979,876-301-0462,Jeweller,Married,Bright,Kingston,Kingston,61
7798308,Mrs,Mary,Coralie,Clark,Prospect Avenue,Westmoreland,Female,21/06/1967,876-432-7773,Interpreter,Married,Boyd,Westmoreland,Westmoreland,6
5183214,Mr,Walter,Judd,Owens,Monroe Drive,Westmoreland,Male,28/02/1980,658-295-7915,Hairdresser,Single,Cordova,Westmoreland,Westmoreland,6
6495900,Mr,Edwin,Blake,Clark,Devonshire Drive,Trelawny,Male,10/09/1992,658-295-5396,Actor,Single,Bradley,Trelawny,Trelawny,16
2467491,Mr,Blake,Michael,Hamilton,Woodland Road,St. James,Male,13/10/1977,658-295-6998,Engineer,Single,Wheeler,St. James,St. James,12
3833591,Mr,Nicholas,Juan,Fowler,Elm Street,St. Catherine,Male,12/09/1962,658-295-0449,Geologist,Married,Rich,St. Catherine,St. Catherine,41
1020155,Mr,Paul,Leo,Payne,Taylor Street,St. Catherine,Male,07/09/1990,876-244-5106,Composer,Married,Vaughan,St. Catherine,St. Catherine,41
3385135,Mr,Byron,Juan,Stewart,Park Place,St. Andrew,Male,24/05/1967,658-295-6897,Electrician,Married,Mejia,St. Andrew,St. Andrew,46
3165738,Mrs,Charlotte,Susannah,Hunt,Maple Avenue,St. Elizabeth,Female,08/06/1985,658-295-0931,Accountant,Married,Ryan,St. Elizabeth,St. Elizabeth,19
1258886,Ms,Amy,Chase,West,Lafayette Avenue,St. Thomas,Female,11/06/1971,658-295-3604,Unemployed,Single,Mays,St. Thomas,St. Thomas,51
2653936,Mr,Adison,Brett,West,Ridge Street,Portland,Male,13/08/1966,658-295-3831,Accountant,Married,Chase,Portland,Portland,48
9393118,Mr,Owen,Clelia,Roberts,13th Street,St. Catherine,Male,26/03/1983,658-295-8954,Medic,Married,Maddox,St. Catherine,St. Catherine,34
5298578,Mr,Jacob,Aiden,Turner,Walnut Avenue,Kingston,Male,25/11/1968,658-295-6149,Scientist,Single,Mcbride,Kingston,Kingston,61
4478771,Mrs,Tiana,Jared,Myers,Surrey Lane,Kingston,Female,08/05/1985,658-295-8003,Police Officer,Married,Haas,Kingston,Kingston,62
6616762,Ms,Agata,Cameron,Cooper,Shady Lane,Kingston,Female,23/11/1973,876-566-0878,Archeologist,Single,Horne,Kingston,Kingston,62
8839568,Ms,Miranda,Candice,Nelson,Canterbury Drive,Hanover,Female,19/06/1960,658-295-5825,Unemployed,Single,Shea,Hanover,Kingston,5
8876907,Mrs,Darcy,Brendon,Warren,Dogwood Lane,Westmoreland,Female,02/08/1963,876-508-8920,Unemployed,Married,Krueger,Westmoreland,St. James,8
9881083,Mrs,Alexia,Brandt,Roberts,11th Street,St. James,Female,09/06/2000,658-295-0606,Meteorologist,Single,Hall,St. James,St. James,14
3225570,Ms,Maria,George,Thomas,Lexington Drive,Trelawny,Female,27/02/1963,876-412-2092,Geologist,Single,Ritter,Trelawny,Trelawny,17
